index,color1,color2,color3,color4,likes
1540,537188,cbb279,e1d4bb,eeeeee,3736
1541,faffb8,c5f0a4,35b0ab,226b80,3733
1542,ff5335,dfe0d4,3e92a3,353940,3731
1543,9bb899,fcceaa,f5827d,ea4961,3729
1544,f99b7d,e76161,b04759,8bacaa,3728
1545,11144c,3a9679,fabc60,e16262,3727
1546,588da8,ccafaf,e58a8a,d8345f,3725
1547,ecfffb,b4f1f1,2d767f,1e6262,3720
1548,f0f0f0,43dde6,364f6b,fc5185,3719
1549,fff4c9,c7e78b,81ae64,709053,3717
1550,f05a28,f7931e,fff0bc,fefcdb,3714
1551,019267,00c897,ffd365,fdffa9,3714
1552,16a596,898b8a,fae0df,f6f5f1,3713
1553,2fc4b2,12947f,e71414,f17808,3710
1554,0278ae,51adcf,a5ecd7,e8ffc1,3708
1555,2e2b2b,388186,a5e9e1,fdf6f6,3707
1556,062743,113a5d,c4ffdd,f9f9f9,3706
1557,ededed,ffa41b,ff5151,9818d6,3706
1558,fffbcc,fd2e2e,cf1b1b,900d0d,3704
1559,dfddc7,f58b54,a34a28,211717,3702
1560,f54291,ff78ae,ffa0d2,fff8cd,3701
1561,ef6c57,7ed3b2,b9e6d3,f2f2f2,3701
1562,0e2954,1f6e8c,2e8a99,84a7a1,3692
1563,fffcef,d2ebcd,ff7f5b,393939,3691
1564,1f441e,cee6b4,9ecca4,9b3675,3689
1565,9a208c,e11299,ffeaea,f5c6ec,3689
1566,ffffe3,87e0ff,53c7f0,1d97c1,3686
1567,6e2142,943855,e16363,ffd692,3686
1568,f7f7f7,ffbc97,ff7800,ffe300,3683
1569,ff5959,676fa3,cddeff,eef2ff,3683
1570,fff0f8,ffc2e9,cca2e1,543e5c,3681
1571,dddddd,574e6d,43405d,4b586e,3678
1572,f2d1a8,ebebeb,669b7c,557669,3678
1573,5eb7b7,96d1c7,fc7978,ffafb0,3678
1574,6c5070,df6a6a,f6f6e3,c2dbc1,3677
1575,480032,df0054,ff8b6a,ffd2bb,3676
1576,e2eff1,65799b,555273,e23e57,3675
1577,22559c,f27370,fa9856,ede862,3675
1578,f2d974,c7956d,965d62,534e52,3675
1579,000957,344cb7,577bc1,ebe645,3674
1580,118df0,0e2f56,ff304f,ececda,3673
1581,39311d,7e7474,c4b6b6,ffdd93,3672
1582,f4f5db,d9dab0,487e95,23689b,3669
1583,f2f7ff,0b409c,10316b,ffe867,3667
1584,fafbd4,b2ebf9,aea1ea,8c54a1,3665
1585,51eaea,ffdbc5,ff9d76,ef4339,3663
1586,7ecfc0,f2e3c9,ec8f6a,ef4b4b,3662
1587,283149,404b69,da0463,dbedf3,3655
1588,364f6b,3fc1c9,fce38a,fc5185,3651
1589,05004e,ff0000,fb7777,ffcccc,3647
1590,f7f7f7,f5b553,854836,000000,3642
1591,d2fafb,51dacf,41aaa8,2c003e,3642
1592,dd0a35,e4d1d3,1687a7,014955,3641
1593,247881,43919b,30aadd,00ffc6,3638
1594,4ac6b7,4f5e7f,965f8a,ff7070,3636
1595,392f2f,3a7563,59a985,e6d3a7,3632
1596,7d1e6a,eeb0b0,ffe59d,bde6f1,3630
1597,251d3a,2a2550,e04d01,ff7700,3628
1598,444444,f30067,00d1cd,eaeaea,3626
1599,303242,394359,f2be8d,ba6c65,3624
1600,3e1e68,583c87,e45a84,ffacac,3623
1601,e6f8f6,a0f6d2,72dfd0,03414d,3621
1602,303481,d6e6f2,f5f5f5,fff200,3621
1603,f3cba5,975a5e,453953,25161b,3619
1604,faa9e0,f8b3eb,eaa3fc,fce4b0,3616
1605,e1ffcf,cfcbf1,bab5f6,4d3664,3616
1606,211717,a34a28,f58b54,dfddc7,3616
1607,abedd8,46cdcf,0081c6,48466d,3615
1608,88bef5,ba53de,f469a9,f4fa9c,3613
1609,ffb997,f67e7d,843b62,0b032d,3612
1610,f9f5f0,f2ead3,f4991a,321313,3611
1611,faf5ef,d7d1c9,99b19c,672f2f,3610
1612,ff1e00,e8f9fd,59ce8f,000000,3608
1613,f3f6f6,90eee1,55b3f3,6356e5,3607
1614,ed6663,b52b65,3c2c3e,59405c,3607
1615,de5b7b,eccfd1,f0e3c4,98ded3,3604
1616,000249,0f4392,ff5151,ff8b8b,3601
1617,400082,7e0cf5,cd4dcc,f7beff,3598
1618,5463ff,ececec,ffc300,ff1818,3598
1619,0e2e3b,166678,7db9b3,d8d7c3,3596
1620,fefbf6,a6d1e6,7f5283,3d3c42,3596
1621,ff9b9b,ffd6a5,fffec4,cbffa9,3596
1622,fcf9ea,badfdb,49beb7,ff8a5c,3595
1623,b3ffae,f8ffdb,ff6464,ff7d7d,3593
1624,f6f6f6,eae9e9,d4d7dd,420000,3590
1625,f688bb,e8f9e9,baf1a1,9de3d0,3590
1626,0a1931,185adb,ffc947,feddbe,3590
1627,f2cd5c,f2921d,a61f69,400e32,3589
1628,c2faf1,f6f6f6,dfeff0,295e6a,3584
1629,282d4f,23103a,a0204c,ff6c00,3583
1630,ff8484,d84c73,5c3b6f,35234b,3583
1631,1b1919,616f39,a7d129,f8eeb4,3581
1632,fff7d4,ffd95a,c07f00,4c3d3d,3580
1633,f9f8eb,ffe1b6,7a9eb1,415865,3575
1634,000b49,9b0000,ff7272,ffb5b5,3575
1635,3b2e5a,394989,4ea0ae,fff48f,3569
1636,f2e8c6,f5841a,bb0029,03002c,3565
1637,feceab,ff847c,eb4a5f,2a363b,3564
1638,ffe162,ff6464,91c483,eeeeee,3564
1639,182747,562b08,647e68,d8d8d8,3563
1640,c54c82,ec729c,f4aeba,fdfdcb,3559
1641,f54ea2,a94caf,7b3b8c,41228e,3558
1642,1a2f4b,28475c,2f8886,84c69b,3557
1643,f9d371,f47340,ef2f88,8843f2,3557
1644,fcf8e8,94b49f,df7861,76549a,3554
1645,f96666,674747,829460,eeeeee,3554
1646,d8c292,5b5b5b,b67171,c19065,3552
1647,3e8e7e,7cd1b8,fabb51,faedc6,3552
1648,faf0e4,9bcdd2,ff8551,ffdede,3549
1649,f2d8d8,5c8984,545b77,374259,3548
1650,d1f5d3,9dc6a7,7d5e2a,231903,3547
1651,c2fcd9,a0e4b0,f8fba2,fa7f7f,3545
1652,3c415e,738598,dfe2e2,1cb3c8,3545
1653,f4f6f6,ff9c91,cd3f3e,1c2938,3543
1654,a21232,1a1831,20615b,dece9c,3539
1655,33313b,4592af,e3c4a8,f6f5f5,3539
1656,f1fafb,a0e4f1,9dc6ff,4993fa,3532
1657,ff5656,edf2f6,6a7efc,494953,3531
1658,eef2f5,ea168e,612570,1eafed,3528
1659,00235b,e21818,ffdd83,98dfd6,3527
1660,39b5e0,a31acb,ff78f0,f5ea5a,3526
1661,394a51,7fa99b,fbf2d5,fdc57b,3525
1662,f9a828,ececeb,07617d,2e383f,3523
1663,f8d5f0,58d5d3,41a4c3,3f4b83,3523
1664,0078aa,3ab4f2,f2df3a,f6f6f6,3521
1665,0e0220,e40475,48e0e4,d7fbf6,3519
1666,45171d,e84a5f,ff847c,fecea8,3518
1667,071952,0b666a,35a29f,97feed,3518
1668,afffff,74dbef,5e88fc,264e86,3516
1669,f2f4b2,cce490,0c907d,0d627a,3510
1670,183661,1c4b82,dd6b4d,dae1e7,3509
1671,04879c,0c3c78,090030,f30a49,3506
1672,ec4646,663f3f,51c2d5,bbf1fa,3506
1673,142f43,ffab4c,ff5f7e,b000b9,3506
1674,e3dfc8,f5f1da,808c6c,fdac61,3504
1675,f3f0d1,e29c68,c85108,a20e0e,3503
1676,352961,774181,e6b2c6,f6e5e5,3502
1677,332fd0,9254c8,e15fed,6edcd9,3502
1678,e1eacd,bad8b6,61b390,01352c,3501
1679,970747,fef4e8,13445a,446878,3501
1680,cbf9da,3dd2cc,3e6b89,122d42,3499
1681,0079ff,00dfa2,f6fa70,ff0060,3498
1682,53bf9d,f94c66,bd4291,ffc54d,3497
1683,36b5b0,9dd8c8,f09595,fcf5b0,3496
1684,f68787,f8a978,f1eb9a,a4f6a5,3496
1685,e41749,f5587b,ff8a5c,fff591,3494
1686,d2001a,ffde00,fffae7,efefef,3492
1687,83afa6,58727f,e5e5e5,d3a284,3491
1688,504658,f0decb,ffb5b5,ce2e6c,3488
1689,691a40,9e3668,f6a9ce,fde3f0,3483
1690,fffb97,97ffcf,2fe1d6,38c6bd,3482
1691,018383,02a8a8,42e6a4,f5dea3,3480
1692,e9f679,9bdf46,25a55f,346473,3479
1693,f7fbe1,bac964,438a5e,436f8a,3478
1694,ffaaaa,e37070,c7004c,8f1537,3477
1695,a3a7e4,bae2be,f0f1b3,c5e5e3,3476
1696,ffeecc,ffddcc,ffcccc,febbcc,3473
1697,35013f,b643cd,ff5da2,99ddcc,3465
1698,78c4d4,8f4f4f,b7657b,f2b4b4,3465
1699,2c003e,512b58,ffa372,ea9085,3464
1700,9b5d73,b0757c,c38b8b,fff1c5,3462
1701,302387,ff3796,00faac,fffdaf,3461
1702,eeeded,5c6e91,8f384d,dd9866,3461
1703,ca3e6b,fa8383,9dd3cc,ffe4b3,3460
1704,1d2323,5c848e,decdc3,e0e0ec,3459
1705,fff89a,ffc900,086e7d,1a5f7a,3459
1706,dcb5ff,d9f2ff,a5bdfd,77529e,3456
1707,7d156d,b94e8a,d87ca1,ffd7f1,3455
1708,c9182b,f23a3a,e3f3ac,44c662,3454
1709,15eda3,0ea47a,068b80,127780,3452
1710,fff1ac,f9bcdd,d5a4cf,b689b0,3452
1711,ff6138,ffff9d,beeb9f,79bd8f,3451
1712,222831,393e46,f96d00,f2f2f2,3450
1713,7ebdb4,f6d198,f4a548,862a5c,3449
1714,851de0,aa26da,c355f5,f1fa3c,3446
1715,481380,742dd2,efb1ff,ffe2ff,3445
1716,2a2b5f,393c83,3dc4d0,44d9e6,3444
1717,fff3b2,ffe0d8,ff9b93,41584b,3444
1718,ff55bb,ffd3a3,fcffb2,b6eafa,3444
1719,033fff,4a9ff5,5ff4ee,c2fcf6,3437
1720,f3f6f6,30e3ca,11999e,40514e,3436
1721,ebd9dd,d8aed3,9182c4,486989,3429
1722,314a52,52686a,acbdc5,ffded5,3429
1723,2185d5,3a4750,303841,f3f3f3,3428
1724,f8b500,ece8d9,00adb5,393e46,3428
1725,14103b,f02a71,7ec0e4,6789ba,3423
1726,ffc6be,ffa1c5,a773c3,854777,3422
1727,f1f4f6,5ac8d8,597fca,2552ac,3418
1728,ff007b,ff5757,ff8585,ffebeb,3415
1729,e8e2db,fab95b,f16821,1a3263,3411
1730,f9f9f9,f6ecbf,caadde,c886e5,3410
1731,faf4ff,f3c623,844685,10375c,3410
1732,393e46,5c636e,f96d00,f2f2f2,3408
1733,40dfef,b9f8d3,fffbe7,e78ea9,3401
1734,00ffd1,31c6d4,ffff00,ff1e1e,3399
1735,dfbb9d,f7e2d6,9dd6df,a084cf,3394
1736,4d77ff,56bbf1,5ee6eb,f2fa5a,3393
1737,2f86a6,34be82,2fdd92,f2f013,3389
1738,f5f7b2,1cc5dc,890596,cf0000,3388
1739,f35588,ffbbb4,71a95a,007944,3385
1740,e4a5ff,ffaac9,ffcda8,ffe7ce,3385
1741,3a0088,930077,e61c5d,ffe98a,3384
1742,e6f8f9,b1e8ed,edb5f5,e86ed0,3381
1743,a03c78,ed8e7c,cdf3a2,93d9a3,3381
1744,e5f9db,a0d8b3,a2a378,83764f,3381
1745,313552,b8405e,2eb086,eee6ce,3380
1746,a5f1e9,7fe9de,fff6bf,ffebad,3377
1747,015668,06648c,0f81c7,0de2ea,3375
1748,00334e,145374,5588a3,e8e8e8,3362
1749,01005e,22267b,28518a,17b794,3362
1750,303841,47555e,7aa5d2,eeeeee,3361
1751,fbe0d8,4d727e,283644,7a6552,3359
1752,b70404,db005b,f79327,ffe569,3359
1753,00649f,01aac1,00dbe7,97ecc5,3351
1754,b2e672,fffd88,ffd478,f96b85,3350
1755,f5fac8,aee8e6,8bcfcc,539092,3349
1756,fffcea,a5f2e7,8983f3,3a0077,3349
1757,e5f9bd,a0e418,7fb414,525050,3345
1758,a07676,825959,8ad7c1,c6fced,3338
1759,ffed78,feffea,addce4,586b8f,3334
1760,1f4690,3a5ba0,ffa500,ffe5b4,3334
1761,fff1bc,7dc383,6a9c78,446e5c,3326
1762,003f5c,472b62,bc4873,fb5b5a,3326
1763,f2f2f2,cdcdcd,005691,004a7c,3319
1764,ccf0c3,bca3ca,7c4789,4a0e5c,3317
1765,696464,e9e5dd,d04925,992e24,3313
1766,ff895d,d5eeff,78bbe6,1b435d,3308
1767,070d59,1f3c88,5893d4,f7b633,3307
1768,588c73,f2e394,f2ae72,d96459,3304
1769,1d5b79,468b97,ef6262,f3aa60,3301
1770,eb76ff,ffa8ec,ffccfc,fbffb1,3296
1771,89f8ce,f5fac7,dec8ed,cc99f9,3295
1772,085f63,49beb7,fccf4d,ef255f,3293
1773,f4e8c1,a0c1b8,726a95,351f39,3292
1774,00204a,005792,00bbf0,fdb44b,3291
1775,ececeb,f9a828,07617d,2e383f,3288
1776,ff7171,ffaa71,6e6d6d,ececec,3286
1777,eeeeee,acc6aa,71a0a5,77628c,3285
1778,83e4b5,3ec8ac,4e90a4,6e60a0,3283
1779,324e7b,86a6df,5068a9,f8f8f8,3282
1780,363b4e,4f3b78,927fbf,c4bbf0,3281
1781,630606,890f0d,e83a14,d9ce3f,3280
1782,f2f2f0,ff5e3a,2c365d,272e4f,3273
1783,f0d78c,fcfafa,64c4ed,4f81c7,3270
1784,6a67ce,947ec3,b689c0,eef3d2,3270
1785,544179,6166b3,32c1cd,17d7a0,3269
1786,feffea,a3de83,2eb872,ff5d6e,3268
1787,f9e090,ff935c,dc5353,a72461,3268
1788,a85cf9,5534a5,4b7be5,6fdfdf,3268
1789,ffd8a6,fc8210,ff427f,007892,3263
1790,c780fa,e3acf9,fada9d,fbf1d3,3263
1791,8b1874,b71375,fc4f00,f79540,3260
1792,45171d,f03861,ff847c,fecea8,3259
1793,b8f7d4,6fe7db,7fa6ee,835af1,3258
1794,2e3b3e,50666b,f9b8be,fd6378,3257
1795,20716a,23a393,ffc0c2,f7e9e3,3257
1796,000000,f58840,b85252,eadede,3251
1797,c6de41,2d6e7e,153b44,071c21,3250
1798,000000,262a56,b8621b,e3ccae,3250
1799,090089,0060ca,91ceff,fcdc74,3245
1800,448ef6,75c2f6,65daf7,ffe981,3245
1801,e95280,23b1a5,ffdd7e,f3f3f3,3244
1802,388e3c,8bc34a,dce775,fff59d,3242
1803,08ffc8,fff7f7,dadada,204969,3241
1804,453c67,6d67e4,46c2cb,f2f7a1,3241
1805,ffd571,bbd196,56556e,3c2946,3239
1806,feffdf,dde0ab,97cba9,668ba4,3237
1807,303841,2e4750,f6c90e,f7f7f7,3236
1808,ffba5a,c0ffb3,52de97,2c7873,3236
1809,fafdcb,aee7e8,28c3d4,248ea9,3231
1810,ff6464,ffbd67,f8fe85,5be7a9,3229
1811,657dc4,838ed9,ece8e5,f59292,3227
1812,3c9099,5fbdb0,e3e2c3,f0efe2,3225
1813,001f3f,083358,0d63a5,ffd717,3221
1814,323232,295f4e,6db193,f4e5c2,3221
1815,f7ff56,94fc13,4be3ac,032d3c,3218
1816,763857,8f4068,bfb051,eff0b6,3217
1817,7c203a,f85959,ff9f68,feff89,3215
1818,333c4a,495664,f6f7d3,f8fceb,3212
1819,ffee93,f5d782,e97878,9b5151,3212
1820,f5f7fa,5be7c4,4fc1e9,7a57d1,3211
1821,7bc74d,222831,393e46,eeeeee,3207
1822,f7f7f8,4eeaf6,c82586,291f71,3205
1823,fdd2bf,b97a95,8236cb,290fba,3205
1824,ecf4f3,76dbd1,57a99a,555151,3202
1825,f9c4ac,626f92,474168,272637,3199
1826,20decb,41eecb,f9f296,fcd78e,3198
1827,d7f7f5,75cac3,2a6171,f34573,3198
1828,9fe8fa,26baee,73d2f3,fff4e0,3192
1829,f9f8eb,76b39d,05004e,fd5f00,3191
1830,ddfee4,28cc9e,196b69,132f2b,3190
1831,49ff00,fbff00,ff9300,ff0000,3189
1832,f7f7f7,3b0944,5f1854,1abb9c,3185
1833,fba1b7,ffd1da,fff0f5,ffdbaa,3182
1834,f5fac8,a5f0e4,82c7eb,8ea1f0,3179
1835,1b3c59,456173,11bfae,f2f2f0,3178
1836,ff7676,f6f49d,5dae8b,466c95,3176
1837,654062,ffd66b,ff9d72,f4f4f4,3175
1838,ac4425,224b0c,c1d5a4,f0f2b6,3174
1839,fbffe0,ffd6a6,ff8ab4,d86eff,3173
1840,b31313,ff9000,fdda16,ffee82,3172
1841,5b8c85,434e52,b0a160,ecce6d,3170
1842,232931,f73859,f1d18a,ededed,3165
1843,587850,709078,78b0a0,f8d0b0,3157
1844,37474f,607d8b,90a4ae,f7b633,3154
1845,0c2233,065471,0a91ab,ffc045,3151
1846,2e94b9,fffdc1,f0b775,fd5959,3150
1847,0c005a,bc2525,ff0000,eaeaea,3146
1848,151d3b,d82148,6ebf8b,dadbbd,3145
1849,ba135d,f4cca4,d99879,000000,3141
1850,46244c,712b75,c74b50,d49b54,3141
1851,7fa99b,f6e79c,f79c1d,9c2c2c,3133
1852,639cd9,5454c5,342056,220e24,3127
1853,081f37,5fc9f3,2e79ba,1e549f,3126
1854,442727,eae7d9,d2c6b2,937d14,3126
1855,300532,aa3763,f6dec4,fef8dd,3120
1856,333c83,f24a72,fdaf75,eaea7f,3120
1857,fffdef,f1f1f1,e70000,c50000,3116
1858,6807f9,9852f9,c299fc,ffd739,3116
1859,edf0c7,4e9525,2e5a1c,ff5c00,3115
1860,006778,0093ab,00afc1,ffd124,3115
1861,ffa258,fff7c2,a02a63,4b125c,3111
1862,781c68,319da0,ffd39a,fff5e1,3111
1863,faf4f4,ef962d,9c5518,5a3f11,3100
1864,eeeeee,7971ea,393e46,222831,3094
1865,fcf8f3,aedadd,db996c,6e7da2,3091
1866,552244,596157,5b8c5a,cfd186,3090
1867,295939,e9b0df,adeecf,e8efeb,3090
1868,ff8fe5,fbff64,76e3ff,7bc7fa,3088
1869,383838,066163,cdbe78,f2f2f2,3084
1870,454d66,009975,58b368,d9d872,3083
1871,e9fadd,b8e4c9,3f5468,42291c,3082
1872,ffde74,ffa974,ff715a,ff3757,3079
1873,f8fdc3,facbf8,efa7f3,f677f7,3079
1874,cd4545,f16821,f3a333,fffe9a,3078
1875,610c63,810955,ee81b3,fff9d7,3077
1876,006c9a,00bebe,00f3e4,9ff9c1,3073
1877,57d1c9,ed5485,fffbcb,ffe869,3073
1878,bdd8f1,82a6cb,3667a6,214177,3070
1879,f4f7f7,79a8a9,4d727e,1f4e5f,3068
1880,aeeff0,f1f0d1,f0e3c4,daa592,3068
1881,ff896b,e8d4b4,ebe6e6,f3f3f3,3068
1882,bb2253,ec185d,ff9171,ffb383,3065
1883,f1fafb,a0e4f1,7ea6f4,4a4de7,3065
1884,fbe3b9,fab696,0c9463,2d334a,3065
1885,fcf9f4,ffc97c,ea7659,c1c1c1,3064
1886,f6f4e6,ede59a,d5c455,fddb3a,3064
1887,23425f,a64942,ff7844,ffab5e,3063
1888,a8df65,edf492,efb960,ee91bc,3062
1889,f1fcfd,c7eeff,4d6de3,393737,3061
1890,ffd96a,f34949,ff9090,ffb6b9,3060
1891,283148,913535,bbbbbb,e9eec9,3058
1892,f4f4f4,6decb9,11999e,3c3c3c,3057
1893,f2f4f6,1ee3cf,6b48ff,0d3f67,3055
1894,070f4e,2772db,3ab1c8,f5ebeb,3052
1895,c1f6e7,ffcbcb,bb7171,4e3440,3051
1896,fff6da,84f2d6,fc6b3f,262525,3050
1897,ffac8e,fd7792,3f4d71,55ae95,3050
1898,b0dedb,e3f3f7,fc6e5e,583131,3048
1899,0d7e83,13293d,ffaf87,eef0f2,3042
1900,44000d,83142c,ad1d45,f9d276,3041
1901,827055,a79e8b,d4ceb0,ede7cf,3036
1902,ffbdd4,ffe5b9,ffc77f,ff5c5c,3032
1903,084177,687466,cd8d7b,fbc490,3029
1904,00005c,3b185f,c060a1,f0caa3,3029
1905,9376e0,e893cf,f3bcc8,f6ffa6,3028
1906,f9fcfd,c9eff9,07a4b5,fed8a7,3027
1907,fbfbfb,fff1c1,78b7bb,808b97,3027
1908,f5e965,ff9668,db456f,a74faf,3026
1909,104455,0a3442,3ad3cd,7fffd6,3025
1910,003865,ef5b0c,d4f6cc,3ccf4e,3020
1911,faf4d0,c14545,ea4c4c,703b3b,3017
1912,5d1451,2f416d,14868c,94ceca,3017
1913,f2f9f1,388e3c,8bc34a,ddeedf,3012
1914,002c6a,e45171,f8a79b,f8d99b,3011
1915,d9d9d9,e88a1a,cf3030,141414,3008
1916,f5f5f5,30e3ca,2f89fc,40514e,3004
1917,e0fffb,29cdb5,008698,f39c9c,3002
1918,ffe3b7,840404,cb0101,ffaf00,2999
1919,7acfdf,f47645,f9ad8d,fde3d9,2999
1920,d34848,ff8162,ffcd60,fffa67,2993
1921,c85c5c,f9975d,fbd148,b2ea70,2992
1922,fb0091,fb8691,fb9e91,fbda91,2991
1923,092a35,658525,cfee91,f8eeb4,2990
1924,fdf1db,a6cb12,e00543,84253e,2988
1925,fac0e1,caa5f1,59d4e8,39bdc8,2987
1926,fff200,f5f5f5,d6e6f2,303841,2982
1927,dde8b9,e8d2ae,cb8589,796465,2980
1928,004a2f,002f35,ff6337,ffa323,2975
1929,d9dd6b,ecefa4,d54c4c,8d2828,2975
1930,ff5ab0,f7fed4,4df4ff,1bb5ec,2973
1931,5d3891,f99417,e8e2e2,f5f5f5,2973
1932,f6f7c1,bef0cb,d1fff3,c1aefc,2970
1933,f3ecc8,78c2c3,3f6699,0d1b4c,2968
1934,ffffe7,c6e5f3,539ddb,084a83,2965
1935,f73d93,16003b,413f42,7f8487,2964
1936,99f0ca,c9fdd7,fdffe7,8c7676,2961
1937,db3b61,ef3f61,3a3a59,555574,2959
1938,314357,456672,e3b587,c98c70,2957
1939,331940,5e366a,0cca98,00ffcc,2956
1940,002e94,083aa9,e1ceb5,ffe7cc,2954
1941,423737,5d5d5d,00adb5,a3f7bf,2953
1942,f79486,faf885,fcffc9,8ff5d2,2953
1943,ca5fa6,f36886,fa8282,ffaf65,2953
1944,38486f,584f84,876a96,d7c1e0,2950
1945,df2e38,ddf7e3,c7e8ca,5d9c59,2948
1946,539165,3f497f,f7c04a,f8f5e4,2946
1947,b8eef1,bf68f6,fd89dd,f0e48e,2945
1948,dce8ba,f3d179,f09872,f46060,2943
1949,90aeff,cefc86,60efb8,f9f7f7,2942
1950,212125,239d60,a3de83,f7f39a,2941
1951,222831,393e46,ff5722,eeeeee,2939
1952,fbeed7,ffba5a,ff7657,665c84,2939
1953,ff487e,ff9776,ffd5be,ffedff,2939
1954,5628b4,d80e70,e7455f,f7b236,2937
1955,fcf876,3797a4,8ccbbe,e4e4e4,2936
1956,20716a,23a393,f4a9c7,fff78c,2933
1957,ffe0a3,e18237,943939,6a2634,2923
1958,152744,367591,61d2b4,9dfdc7,2919
1959,a3f7bf,29a19c,4b6289,60316e,2919
1960,deddfa,dab8f3,ea7ad7,ce0f3d,2919
1961,265961,227066,76a665,ffdd5c,2918
1962,fffcc1,fdeaab,cba1d2,ab72c0,2915
1963,5d414d,7e858b,abd4c1,e5f6c6,2914
1964,ffeed0,f79f24,f12d2d,7c064d,2911
1965,070a52,d21312,ed2b2a,f15a59,2910
1966,ffd369,e26241,940a37,5b0909,2909
1967,230444,90303d,ed8240,d2ebe9,2909
1968,007ab5,005a85,004262,d8e6ec,2907
1969,61f2f5,ffffff,e0e0e0,723881,2905
1970,f1c27b,ffd89c,a2cdb0,85a389,2905
1971,525fe1,f86f03,ffa41b,fff6f4,2903
1972,1b435d,78bbe6,d5eeff,ff895d,2900
1973,be0eaa,ea2ba2,fb9696,f6ca97,2898
1974,100720,31087b,fa2fb5,ffc23c,2898
1975,42b883,347474,35495e,ff7e67,2897
1976,512c96,3c6f9c,dd6892,f9c6ba,2891
1977,f75940,334252,364857,3dc7be,2889
1978,cb9b42,b1d1c5,f2f3ee,dbd7cb,2889
1979,f4f4ec,76e2f4,615dec,301781,2882
1980,f4f7ed,86ee60,2e6e65,2b3752,2881
1981,ff1f5a,ffd615,f9ff21,1e2a78,2881
1982,f15412,000000,34b3f1,eeeeee,2881
1983,abc270,fec868,fda769,473c33,2880
1984,003459,028090,02c39a,fce38a,2878
1985,a13939,e75151,fcc88a,c2c57f,2878
1986,6900ff,9951ff,ffd700,faf7ff,2878
1987,353941,26282b,5f85db,90b8f8,2874
1988,e4f2f0,99d8d0,70416d,170a19,2873
1989,f0eeed,609ea2,c92c6d,332c39,2873
1990,fd5959,ff9c6d,fcff82,afc5ff,2871
1991,0c4762,51dacf,9ef5cf,f4eeee,2870
1992,ff9090,ffcf7f,fffa62,89c4ff,2867
1993,eeeeee,59569d,f25292,fea096,2867
1994,87e5da,92a4c0,f4adad,e58cdb,2867
1995,f1f6f5,9ef4e6,12cc94,6088bb,2867
1996,fffeec,aeddcd,e4508f,556fb5,2864
1997,e3c4a8,4592af,226089,000000,2861
1998,e5f1e3,a3cd9e,529471,35635b,2859
1999,eaefc4,9bdf46,25a55f,346473,2858
2000,92e6e6,fff9af,d65d7a,524c84,2855
2001,df0e62,fac70b,127681,21174a,2855
2002,dffcb5,b7f5de,add1fc,9870fc,2854
2003,33313b,3c4f65,834c69,e6f5ff,2854
2004,e9007f,7cdfff,d5fffb,fcffc8,2853
2005,6a759b,21273d,b9d4f1,f1f6f8,2853
2006,f2f4c0,e4e978,cad315,d37815,2853
2007,421b9b,a06ee1,cbbcf6,cef9e2,2852
2008,343434,055e68,62a388,b9d2d2,2851
2009,432160,ff7a5a,50e3c2,fcf4d9,2851
2010,eafbea,6f9a8d,1f6650,ea5e5e,2851
2011,415f77,d1e9ea,fc5050,ffd00c,2849
2012,fd5f00,00204a,005792,d9faff,2848
2013,f185b3,d52484,90007f,3d0043,2847
2014,360982,b72a67,ff9797,fde8cb,2844
2015,edffea,75daad,216353,7a4d1d,2844
2016,4a304d,b17179,ffb37b,fff199,2843
2017,3e3e3e,405559,68868c,ededed,2840
2018,baf5f0,d17ae5,e889e5,f9fcc9,2836
2019,f6faf7,e7eaa8,b4bb72,303e27,2834
2020,032a33,255965,4c6f7b,f1d18a,2833
2021,333644,84577c,c65f63,f6e1b8,2829
2022,d8fff1,78e4d4,b485d8,5b73a7,2828
2023,0081b4,fad3e7,efa3c8,f4d9e7,2828
2024,f5feff,bde4f4,404969,dc552c,2826
2025,07588a,6ac1b8,bfe9db,e1f6f4,2825
2026,0e9577,04dead,f1efb9,fbfae1,2823
2027,dd105e,46466e,8787a3,bdbdd7,2822
2028,ffd3de,f6b8d1,5dc0a6,3f8f8d,2818
2029,2c2828,3b2c85,219897,85cfcb,2815
2030,411f1f,cedebd,86c4ba,f3f3f3,2814
2031,eac696,c8ae7d,765827,65451f,2814
2032,defbc2,90d26d,459d72,342b2b,2813
2033,1a2849,505bda,b063c5,ffaac3,2813
2034,921224,bce0da,ebf5ee,bdc6b8,2811
2035,4b4a5a,a55540,e79a58,e1d5d2,2809
2036,626eef,09a8fa,41c5d3,fffa9d,2805
2037,fff5db,e1addc,c238b5,810075,2804
2038,12e6c8,a287f4,414141,000000,2804
2039,233714,6b591d,efcfb6,fdeced,2803
2040,362fd9,3c84ab,85cdfd,defcf9,2795
2041,f5eeee,ea21a2,af05aa,171313,2790
2042,d9eeec,64b2cd,3c70a4,da9833,2790
2043,658361,d0dd97,f8fae4,f9de79,2789
2044,6f9eaf,a9294f,c7753d,f6d887,2789
2045,7149c6,fc2947,fe6244,ffdeb9,2785
2046,03256c,2541b2,1768ac,e5d549,2784
2047,4c4c6d,1b9c85,e8f6ef,ffe194,2780
2048,40128b,9336b4,dd58d6,ffe79b,2780
2049,1b8057,55a44e,d7c37a,ede9a3,2778
2050,121435,faf9f0,edebca,ff5722,2776
